user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords
521651938,1593664617179500544,2022-11-18T17:57:08Z,VLADIMIR_CERRON,@peru21noticias Golpismo de un golpeado?,Twitter for Android,24,1593639414391083011,832686254873468929,peru21noticias,FALSE,FALSE,42,6,,,,,,,,,,,,,,832686254873468929,peru21noticias,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593663582226489345,2022-11-18T17:53:01Z,VLADIMIR_CERRON,"@elonmusk Improve your relationship with workers and improve your cyber security, better empathy with users by expanding the ability to correct posts free of charge.",Twitter for Android,155,1593659832552153093,44196397,elonmusk,FALSE,FALSE,2716,116,,,,,,,,,,,,,,44196397,elonmusk,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593642510978617353,2022-11-18T16:29:17Z,VLADIMIR_CERRON,"@JefersonEstaci2 Si la empresa capitalista entra en crisis tiene sólo 2 caminos: reduce personal o busca nuevo mercado"" - Manifiesto Comunista.",Twitter for Android,126,1593622166406406150,1029096117579984896,JefersonEstaci2,FALSE,FALSE,11,0,,,,,,,,,,,,,,1029096117579984896,JefersonEstaci2,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593283745922039811,2022-11-17T16:43:41Z,VLADIMIR_CERRON,"Desde el inicio de este gobierno, el CR controlado por la derecha forzó la Constitución  aprobando leyes anti democráticas e inconstitucionales como la Ley Anti referéndum, por ello es necesario y saludable la Cuestión de Confianza para restaurar el equilibrio de poderes.",Twitter for Android,140,,,,FALSE,TRUE,0,55,,,,,,,,,,,,,,1197500322924642304,AlexFloresPL,es,,,,,,,,,,,,,,,,1593268968525029378,"Desde el inicio de este gobierno, el CR controlado por la derecha forzó la Constitución  aprobando leyes anti democráticas e inconstitucionales como la Ley Anti referéndum, por ello es necesario y saludable la Cuestión de Confianza para restaurar el equilibrio de poderes.",2022-11-17T15:44:58Z,Twitter for iPhone,167,1197500322924642304,AlexFloresPL,Alex Flores,5997,182,243,"",Congresista de la República 2021-2026/ bancada @PeruLibre,FALSE,,,,,,,|,|,|||||||
521651938,1593275365870411776,2022-11-17T16:10:23Z,VLADIMIR_CERRON,"Caída la Ley 31399 antirreferéndum, el pueblo recobra la potestad para decidir por voluntad propia su destino. ¡Consulta popular para una nueva Constitución y una nueva patria! Apoyo total a la cuestión de confianza.",Twitter for Android,216,,,,FALSE,FALSE,621,119,,,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593264020307451905,2022-11-17T15:25:18Z,VLADIMIR_CERRON,¡Que una ley sea legal y constitucional no quiere decir que no pueda derogarse! Basta de dictadura parlamentaria. https://t.co/fcwyrfvOLn,Twitter for Android,113,,,,TRUE,FALSE,302,50,,,twitter.com/SilvanaRoblesE…,https://t.co/fcwyrfvOLn,https://twitter.com/SilvanaRoblesE/status/1593254249751752710,,,,,,,,,,,es,1593254249751752710,"Saludo y respaldo la cuestión de confianza planteada por el Gobierno sobre el Proyecto de Ley para derogar la Ley 31399, Ley antireferéndum, por limitar el derecho constitucional a la participación ciudadana. Ninguna norma puede vulnerar los derechos del pueblo 🇵🇪 https://t.co/A4eh2Mztg4",2022-11-17T14:46:29Z,Twitter for iPhone,848,238,330659126,SilvanaRoblesE,Silvana Robles,8490,463,1501,"Junin, Peru",Congresista de la República 🇵🇪 por la región Junín 2021-2026. Política de izquierda. Cirujano Dentista 😁 ☀️,TRUE,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593107256945815552,2022-11-17T05:02:23Z,VLADIMIR_CERRON,Gran lección del camarada Xi al presidente canadiense. https://t.co/fpJXRPGVzf,Twitter Web App,54,,,,TRUE,FALSE,168,26,,,twitter.com/RoiLopezRivas/…,https://t.co/fpJXRPGVzf,https://twitter.com/RoiLopezRivas/status/1592998470616768512,,,,,,,,,,,es,1592998470616768512,"El camarada Xi Jinping acusa directamente al presidente de Canadá de filtrar información a los medios sobre una reunión bilateral privada. Trudeau le pide tener un diálogo abierto y sincero y Xi le responde: ""primero hay que crear las condiciones"" 
 https://t.co/4EqIFEu9D1",2022-11-16T21:50:06Z,Twitter for iPhone,1376,934,505731001,RoiLopezRivas,Roi Lopez Rivas,93876,85005,225562,La Patria de Bolivar y Chávez ,Predije que aperturar sería verbo en 2021.,FALSE,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593091886046392320,2022-11-17T04:01:18Z,VLADIMIR_CERRON,"Continua con su contumacia los golpistas fujimoristas; sigue su farsa, patraña, leguleyada, triquiñuela y su embuste. Prosiguen con sus trampas. Por eso, fracasan y fracasan; pero también continúa con su papelón de mamarrachos, hazmerreir, de bufones y Montoyas como en la OEA.",Twitter for Android,140,,,,FALSE,TRUE,0,32,,,,,,,,,,,,,,864487380530733058,PedroGalvanGam,es,,,,,,,,,,,,,,,,1593085127579443200,"Continua con su contumacia los golpistas fujimoristas; sigue su farsa, patraña, leguleyada, triquiñuela y su embuste. Prosiguen con sus trampas. Por eso, fracasan y fracasan; pero también continúa con su papelón de mamarrachos, hazmerreir, de bufones y Montoyas como en la OEA.",2022-11-17T03:34:27Z,Twitter Web App,61,864487380530733058,PedroGalvanGam,Pedro Galván,1856,343,7049,"","-Director de la revista digital Libertad
-Director del programa El Radical
-Analista político
-Consultor en temas de regionalización y descentralización",FALSE,,,,,,,|,|,|||||||
521651938,1593027566344237056,2022-11-16T23:45:43Z,VLADIMIR_CERRON,"No es que el procurador del Congreso sea tan malo como quieren presentarlo, sino que no se puede defender lo indefendible.",Twitter for Android,122,,,,FALSE,FALSE,321,59,,,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1593012004457185283,2022-11-16T22:43:53Z,VLADIMIR_CERRON,"Urge una COMISION DE LA VERDAD COVID. más de 200 mil fallecidos, 1ro muertes en el mundo, gastos de 150 mil millones, Oxigeno 99%, ocultan Compras en vacunas, falta de equipos y protección a profesionales de la salud, etc @Minsa_Peru @PedroCastilloTe @VLADIMIR_CERRON @PERU_LIBRE1 https://t.co/7dOdHA07Ut",Twitter for Android,139,,,,FALSE,TRUE,0,12,,,,,,,,,,,,,,1840069484,HugoSanchezPeru,es,,,,,,,,,,,,,,,,1593010182212440064,"Urge una COMISION DE LA VERDAD COVID. más de 200 mil fallecidos, 1ro muertes en el mundo, gastos de 150 mil millones, Oxigeno 99%, ocultan Compras en vacunas, falta de equipos y protección a profesionales de la salud, etc @Minsa_Peru @PedroCastilloTe @VLADIMIR_CERRON @PERU_LIBRE1 https://t.co/7dOdHA07Ut",2022-11-16T22:36:38Z,Twitter Web App,36,1840069484,HugoSanchezPeru,Hugo Sanchez PERU,245,289,973,"Lima, Peru","Lima, Perú",FALSE,,,,,,,|,|,|||||||
521651938,1592997226342940672,2022-11-16T21:45:09Z,VLADIMIR_CERRON,@LUIS_SOLORZANOT https://t.co/KXbwwL4Y5D,Twitter for Android,0,1592832890148368384,75025467,LUIS_SOLORZANOT,FALSE,FALSE,4,0,,,,,,http://pbs.twimg.com/media/Fht2h8xXEAAw54B.jpg,https://t.co/KXbwwL4Y5D,https://twitter.com/VLADIMIR_CERRON/status/1592997226342940672/photo/1,photo,http://pbs.twimg.com/media/Fht2h8xXEAAw54B.jpg,https://t.co/KXbwwL4Y5D,https://twitter.com/VLADIMIR_CERRON/status/1592997226342940672/photo/1,,75025467,LUIS_SOLORZANOT,qme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592961592198459393,2022-11-16T19:23:34Z,VLADIMIR_CERRON,"@exitosape Si es como dice el congresista que lo censuren, ¿Por qué le tienen miedo, si sacarlo está en sus manos?",Twitter Web App,103,1592914919057682433,2205328350,exitosape,FALSE,FALSE,86,14,,,,,,,,,,,,,,2205328350,exitosape,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592937220029444096,2022-11-16T17:46:43Z,VLADIMIR_CERRON,@Politica_LR Avergüenza que los casinos y tragamonedas determinen la economia peruana.,Twitter for Android,73,1592923161909415938,829750511624679424,Politica_LR,FALSE,FALSE,86,11,,,,,,,,,,,,,,829750511624679424,Politica_LR,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592914882000977921,2022-11-16T16:17:57Z,VLADIMIR_CERRON,"@LUIS_SOLORZANOT Condoricosas, como decía la revista chilena.",Twitter for Android,44,1592832890148368384,75025467,LUIS_SOLORZANOT,FALSE,FALSE,3,0,,,,,,,,,,,,,,75025467,LUIS_SOLORZANOT,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592912907343650817,2022-11-16T16:10:06Z,VLADIMIR_CERRON,"Saludo a mi Huancayo querido en su 158 Aniversario de creación política. El presidente Juan Antonio Pezet el 16 de noviembre de 1864 decretó su creación, independizándolo de Jauja. https://t.co/Z2CXaPssNU",Twitter for Android,180,,,,FALSE,FALSE,129,19,,,,,,http://pbs.twimg.com/media/Fhsp13qXkAEKz64.jpg,https://t.co/Z2CXaPssNU,https://twitter.com/VLADIMIR_CERRON/status/1592912907343650817/photo/1,photo,http://pbs.twimg.com/media/Fhsp13qXkAEKz64.jpg,https://t.co/Z2CXaPssNU,https://twitter.com/VLADIMIR_CERRON/status/1592912907343650817/photo/1,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592899645298311172,2022-11-16T15:17:24Z,VLADIMIR_CERRON,"Dra. Vilcatoma, su análisis no es jurídico, es temerario, usted fue fiscal y procuradora no puede condicionar la libertad de una persona a actos políticos del ejecutivo y legislativo. Está dando a entender que el pedido de prisión preventiva a Vladimir Cerrón tiene afán político? https://t.co/1xC9VX81Ql",Twitter for Android,140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,75025467,LUIS_SOLORZANOT,es,,,,,,,,,,,,,,,,1592832890148368384,"Dra. Vilcatoma, su análisis no es jurídico, es temerario, usted fue fiscal y procuradora no puede condicionar la libertad de una persona a actos políticos del ejecutivo y legislativo. Está dando a entender que el pedido de prisión preventiva a Vladimir Cerrón tiene afán político? https://t.co/1xC9VX81Ql",2022-11-16T10:52:09Z,Twitter for Android,28,75025467,LUIS_SOLORZANOT,LUIS SOLÓRZANO,1970,1340,13625,JUNÍN,"Orgulloso hijo de la Heroica Provincia de Junín, Abogado, Maestría en Derecho Penal y Derecho Procesal Penal, ex Alcalde de Ondores y ex Alcalde de Junín.",FALSE,,,,,,,|,|,|||||||
521651938,1592898891766435840,2022-11-16T15:14:25Z,VLADIMIR_CERRON,@PedroGalvanGam Muy cierto.,Twitter for Android,11,1592897368781107200,864487380530733058,PedroGalvanGam,FALSE,FALSE,5,0,,,,,,,,,,,,,,864487380530733058,PedroGalvanGam,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592898822019350529,2022-11-16T15:14:08Z,VLADIMIR_CERRON,"La doble moral de Luciano López. Se opuso al adelanto de elecciones cuando se trataba Vizcarra, pero propone adelanto de elecciones cuando se trata Pedro Castillo. López fue un apasionado defensor de Lagarto. Con razón se decía que algunos constitucionalistas son reaccionarios.",Twitter for Android,140,,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,864487380530733058,PedroGalvanGam,es,,,,,,,,,,,,,,,,1592897368781107200,"La doble moral de Luciano López. Se opuso al adelanto de elecciones cuando se trataba Vizcarra, pero propone adelanto de elecciones cuando se trata Pedro Castillo. López fue un apasionado defensor de Lagarto. Con razón se decía que algunos constitucionalistas son reaccionarios.",2022-11-16T15:08:21Z,Twitter Web App,39,864487380530733058,PedroGalvanGam,Pedro Galván,1856,343,7049,"","-Director de la revista digital Libertad
-Director del programa El Radical
-Analista político
-Consultor en temas de regionalización y descentralización",FALSE,,,,,,,|,|,|||||||
521651938,1592763984356446208,2022-11-16T06:18:20Z,VLADIMIR_CERRON,"@PGuillermoSerra @IDL_Rivera La sangre fluye más al cerebro en la postura ""de cabeza invertida"", el ser humano muere no cuando el corazón para, sino cuando el cerebro no se oxigena 5 min. La última maniobra es perfecta, más efectiva que el masaje cardiaco, que no deja de ser importante, pero no principal.",Twitter Web App,140,,,,FALSE,TRUE,0,48,,,,,,,,,,,,,,521651938|295198494|176549955,VLADIMIR_CERRON|PGuillermoSerra|IDL_Rivera,es,,,,,,,,,,,,,,,,1592763551739174913,"@PGuillermoSerra @IDL_Rivera La sangre fluye más al cerebro en la postura ""de cabeza invertida"", el ser humano muere no cuando el corazón para, sino cuando el cerebro no se oxigena 5 min. La última maniobra es perfecta, más efectiva que el masaje cardiaco, que no deja de ser importante, pero no principal.",2022-11-16T06:16:37Z,Twitter Web App,1477,521651938,VLADIMIR_CERRON,Vladimir Cerrón,203483,819,21873,"Lima, Perú",Neurocirujano. Político de izquierda socialista. Gobernador Regional de Junín. Líder Fundador del Partido Político Nacional Perú Libre.,TRUE,,,,,,,|,|,|||||||
521651938,1592763551739174913,2022-11-16T06:16:37Z,VLADIMIR_CERRON,"@PGuillermoSerra @IDL_Rivera La sangre fluye más al cerebro en la postura ""de cabeza invertida"", el ser humano muere no cuando el corazón para, sino cuando el cerebro no se oxigena 5 min. La última maniobra es perfecta, más efectiva que el masaje cardiaco, que no deja de ser importante, pero no principal.",Twitter Web App,277,1592695523290804225,295198494,PGuillermoSerra,FALSE,FALSE,1477,48,,,,,,,,,,,,,,295198494|176549955,PGuillermoSerra|IDL_Rivera,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592726533432836097,2022-11-16T03:49:31Z,VLADIMIR_CERRON,"@Limagris Jajajaja, aquí nadie se hunde, ¡de aquí vamos al poder popular!",Twitter Web App,63,1592714299960852480,35514705,Limagris,FALSE,FALSE,9,0,,,,,,,,,,,,,,35514705,Limagris,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592724098853277696,2022-11-16T03:39:51Z,VLADIMIR_CERRON,¡Solo los enemigos del pueblo gozarían cuando ven divididos a sus líderes! https://t.co/G03cDLXVGx,Twitter Web App,74,,,,FALSE,FALSE,150,23,,,,,,http://pbs.twimg.com/media/Fhp9_0WWAAE5kS6.jpg,https://t.co/G03cDLXVGx,https://twitter.com/VLADIMIR_CERRON/status/1592724098853277696/photo/1,photo,http://pbs.twimg.com/media/Fhp9_0WWAAE5kS6.jpg|http://pbs.twimg.com/media/Fhp-DHAWQAA-7DX.jpg,https://t.co/G03cDLXVGx|https://t.co/G03cDLXVGx,https://twitter.com/VLADIMIR_CERRON/status/1592724098853277696/photo/1|https://twitter.com/VLADIMIR_CERRON/status/1592724098853277696/photo/1,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592711715543621632,2022-11-16T02:50:38Z,VLADIMIR_CERRON,"🔴🔵El líder Perú Libre, Vladimir Cerrón, indicó que Kenji Fujimori ""fue sentenciado en primera instancia, no efectiva hasta confirmar en segunda instancia"".

https://t.co/FNCaowawQl",Twitter Web App,140,,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,2205328350,exitosape,es,,,,,,,,,,,,,,,,1592685420684644355,"🔴🔵El líder Perú Libre, Vladimir Cerrón, indicó que Kenji Fujimori ""fue sentenciado en primera instancia, no efectiva hasta confirmar en segunda instancia"".

https://t.co/FNCaowawQl",2022-11-16T01:06:09Z,Twitter Web App,25,2205328350,exitosape,Exitosa Noticias,827183,894,269526,"Lima, Peru","Información minuto a minuto. Medio de comunicación que informa con independencia y pluralidad. #Exitosa, #LaVozDeLosQueNoTienenVoz. https://t.co/BsJDK3TG8j",FALSE,,,,,,,|,|,|||||||
521651938,1592710975811366913,2022-11-16T02:47:42Z,VLADIMIR_CERRON,"En Perú, la ley no es igual para todos. Al fujimorista Kenji Fujimori, en 1ra instancia, sólo lo sentenciaron; pero a Vladimir Cerrón (cuando gobernador), en 1ra instancia, no sólo lo sentenciaron, además lo encarcelaron, sacaron del cargo e inhabilitaron. El PJ es fujimorista.",Twitter Web App,140,,,,FALSE,TRUE,0,99,,,,,,,,,,,,,,864487380530733058,PedroGalvanGam,es,,,,,,,,,,,,,,,,1592710858031136769,"En Perú, la ley no es igual para todos. Al fujimorista Kenji Fujimori, en 1ra instancia, sólo lo sentenciaron; pero a Vladimir Cerrón (cuando gobernador), en 1ra instancia, no sólo lo sentenciaron, además lo encarcelaron, sacaron del cargo e inhabilitaron. El PJ es fujimorista.",2022-11-16T02:47:14Z,Twitter Web App,255,864487380530733058,PedroGalvanGam,Pedro Galván,1856,343,7049,"","-Director de la revista digital Libertad
-Director del programa El Radical
-Analista político
-Consultor en temas de regionalización y descentralización",FALSE,,,,,,,|,|,|||||||
521651938,1592710134538862592,2022-11-16T02:44:21Z,VLADIMIR_CERRON,"🔴🔵 La parlamentaria de Perú Libre, Silvana Robles, se manifestó acerca del pedido de prisión preventiva de 36 meses al secretario general de su partido, Vladimir Cerrón Rojas por parte de la Fiscalía de la Nación.
https://t.co/84CqtcguqX",Twitter Web App,140,,,,FALSE,TRUE,0,6,,,,,,,,,,,,,,2205328350,exitosape,es,,,,,,,,,,,,,,,,1592632036455755776,"🔴🔵 La parlamentaria de Perú Libre, Silvana Robles, se manifestó acerca del pedido de prisión preventiva de 36 meses al secretario general de su partido, Vladimir Cerrón Rojas por parte de la Fiscalía de la Nación.
https://t.co/84CqtcguqX",2022-11-15T21:34:01Z,Twitter Web App,18,2205328350,exitosape,Exitosa Noticias,827183,894,269526,"Lima, Peru","Información minuto a minuto. Medio de comunicación que informa con independencia y pluralidad. #Exitosa, #LaVozDeLosQueNoTienenVoz. https://t.co/BsJDK3TG8j",FALSE,,,,,,,|,|,|||||||
521651938,1592652114517426177,2022-11-15T22:53:48Z,VLADIMIR_CERRON,"Kenji Fujimori (congresista) y Maciste Díaz (gobernador), sentenciados en 1ra instancia, no efectiva hasta confirmar en 2da instancia. Vladimir Cerrón (gobernador suspendido), sentenciado en 1ra instancia, encarcelado, retirado del cargo e inhabilitado. ""Unos fujis y el otro no"".",Twitter for Android,280,,,,FALSE,FALSE,663,172,,,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592640803163504641,2022-11-15T22:08:51Z,VLADIMIR_CERRON,@Nidia_FMLN Felicitaciones estimada camarada Nidia.,Twitter for Android,39,1592555009140748291,1891092511,Nidia_FMLN,FALSE,FALSE,0,0,,,,,,,,,,,,,,1891092511,Nidia_FMLN,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592639356598390784,2022-11-15T22:03:07Z,VLADIMIR_CERRON,"El congreso quiere que haya condena por una opinión televisiva;¿traición a la patria?, ¡qué estupidez!. En serio, ¿ no es el congreso ,quien con su afán golpista ,quiere restringir la libre opinión?.Del abuso a la torpeza.",Twitter for Android,140,,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,1401221305886781443,LuisBol49625209,es,,,,,,,,,,,,,,,,1592604293420699648,"El congreso quiere que haya condena por una opinión televisiva;¿traición a la patria?, ¡qué estupidez!. En serio, ¿ no es el congreso ,quien con su afán golpista ,quiere restringir la libre opinión?.Del abuso a la torpeza.",2022-11-15T19:43:47Z,Twitter for Android,30,1401221305886781443,LuisBol49625209,Luis Bolívar,338,591,33903,"",Ser honesto y reflexivo. Lo más hermoso que conocí en la vida: mi madre; a ella me debo y hacia ella voy.,FALSE,,,,,,,|,|,|||||||
521651938,1592628388824748032,2022-11-15T21:19:32Z,VLADIMIR_CERRON,"#Fidel: Lo más importante habrá de ser su consagración total al más noble y humano de los oficios: salvar vidas y preservar salud. Más que médicos, serán celosos guardianes de lo más preciado del ser humano; apóstoles y creadores de un mundo más humano. (15/11/99) https://t.co/Br9KzDbxD3",Twitter for Android,140,,,,FALSE,TRUE,0,2423,Fidel,,,,,,,,,,,,,1025037163291914240,DiazCanelB,es,,,,,,,,,,,,,,,,1592500329173905408,"#Fidel: Lo más importante habrá de ser su consagración total al más noble y humano de los oficios: salvar vidas y preservar salud. Más que médicos, serán celosos guardianes de lo más preciado del ser humano; apóstoles y creadores de un mundo más humano. (15/11/99) https://t.co/Br9KzDbxD3",2022-11-15T12:50:40Z,Twitter for Android,2808,1025037163291914240,DiazCanelB,Miguel Díaz-Canel Bermúdez,715962,219,7321,Cuba,Primer Secretario del Comité Central del Partido Comunista de Cuba y Presidente de la República de Cuba. Comprometido con las ideas martianas de Fidel y Raúl.,TRUE,,,,,,,|,|,|||||||
521651938,1592604501600776194,2022-11-15T19:44:36Z,VLADIMIR_CERRON,Magistrado del TC deja como payaso al procurador del Congreso y a los congresistas por la mamarrachenta acusación de traición a la patria contra el presidente Pedro Castillo https://t.co/xtd0iBrnPK,Twitter for Android,140,,,,FALSE,TRUE,0,669,,,,,,,,,,,,,,1455323819065888776,ChacoteroPeru,es,,,,,,,,,,,,,,,,1592580028055064577,Magistrado del TC deja como payaso al procurador del Congreso y a los congresistas por la mamarrachenta acusación de traición a la patria contra el presidente Pedro Castillo https://t.co/xtd0iBrnPK,2022-11-15T18:07:22Z,Twitter for Android,1836,1455323819065888776,ChacoteroPeru,Chacotero,8108,165,5670,En algún lugar del Perú,Así es como debe ser vivir joven salvaje y libre,FALSE,,,,,,,|,|,|||||||
521651938,1592593725053894657,2022-11-15T19:01:47Z,VLADIMIR_CERRON,"Denuncian persecución de la Justicia politizada y ""Lawfare"" contra @VLADIMIR_CERRON y @PERU_LIBRE1. Plan de Golpe parlamentario contra @PedroCastilloTe busca detención arbitraria y sin fundamento. @WaykaPeru @ensustrece @AlonsoRamosG @ocram @ForodeSaoPaulo @teleSURtv https://t.co/zY7wpNU8qR",Twitter for Android,140,,,,FALSE,TRUE,0,41,,,,,,,,,,,,,,1840069484|521651938|1387280174480334851,HugoSanchezPeru|VLADIMIR_CERRON|PERU_LIBRE1,es,,,,,,,,,,,,,,,,1592500152153296896,"Denuncian persecución de la Justicia politizada y ""Lawfare"" contra @VLADIMIR_CERRON y @PERU_LIBRE1. Plan de Golpe parlamentario contra @PedroCastilloTe busca detención arbitraria y sin fundamento. @WaykaPeru @ensustrece @AlonsoRamosG @ocram @ForodeSaoPaulo @teleSURtv https://t.co/zY7wpNU8qR",2022-11-15T12:49:58Z,Twitter for Android,61,1840069484,HugoSanchezPeru,Hugo Sanchez PERU,245,289,973,"Lima, Peru","Lima, Perú",FALSE,,,,,,,|,|,|||||||
521651938,1592592429705990144,2022-11-15T18:56:38Z,VLADIMIR_CERRON,Acusación por traición a la patria es una aberración en todo sentido. https://t.co/aDbyqG7nTr,Twitter for Android,93,,,,FALSE,FALSE,117,20,,,vm.tiktok.com/ZMFak8YN4/,https://t.co/aDbyqG7nTr,https://vm.tiktok.com/ZMFak8YN4/,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
521651938,1592362092925190144,2022-11-15T03:41:22Z,VLADIMIR_CERRON,"Perú Libre muestra su apoyo a Vladimir Cerrón: «Nunca ha evadido a la justicia»
https://t.co/kNEUEILGM3",Twitter for Android,123,,,,FALSE,TRUE,0,8,,,radiolaestacion.com.pe/index.php/peru…,https://t.co/kNEUEILGM3,http://radiolaestacion.com.pe/index.php/peru-libre-muestra-su-apoyo-a-vladimir-cerron-nunca-ha-evadido-a-la-justicia,,,,,,,,,1144295712550805505,laestacion97_1,es,,,,,,,,,,,,,,,,1592310355413311488,"Perú Libre muestra su apoyo a Vladimir Cerrón: «Nunca ha evadido a la justicia»
https://t.co/kNEUEILGM3",2022-11-15T00:15:47Z,Twitter Web App,33,1144295712550805505,laestacion97_1,Radio La Estación,53,3,8294,"Tacna, Perú","",FALSE,,,,,,,|,|,|||||||
521651938,1592358532623785986,2022-11-15T03:27:13Z,VLADIMIR_CERRON,"🔵🔴 Kelly Portalatino: Como ciudadana, respaldo y me solidarizo con Vladimir Cerrón

""En ningún momento el doctor ha obstaculizado el proceso de investigación"", dijo la titular del Minsa previo a audiencia de prisión preventiva contra líder de Perú Libre.
https://t.co/NsGJtHGN4i",Twitter for Android,140,,,,FALSE,TRUE,0,19,,,,,,,,,,,,,,2205328350,exitosape,es,,,,,,,,,,,,,,,,1592247696085352448,"🔵🔴 Kelly Portalatino: Como ciudadana, respaldo y me solidarizo con Vladimir Cerrón

""En ningún momento el doctor ha obstaculizado el proceso de investigación"", dijo la titular del Minsa previo a audiencia de prisión preventiva contra líder de Perú Libre.
https://t.co/NsGJtHGN4i",2022-11-14T20:06:47Z,Twitter Web App,67,2205328350,exitosape,Exitosa Noticias,827183,894,269526,"Lima, Peru","Información minuto a minuto. Medio de comunicación que informa con independencia y pluralidad. #Exitosa, #LaVozDeLosQueNoTienenVoz. https://t.co/BsJDK3TG8j",FALSE,,,,,,,|,|,|||||||
521651938,1592355304645464064,2022-11-15T03:14:23Z,VLADIMIR_CERRON,Nunca olvidar que en la politización de la justicia importa más el escándalo que el supuesto delito. https://t.co/4IaPMcHYrN,Twitter for Android,100,,,,TRUE,FALSE,122,29,,,twitter.com/soltvcanal/sta…,https://t.co/4IaPMcHYrN,https://twitter.com/soltvcanal/status/1592334719337005056,,,,,,,,,,,es,1592334719337005056,#SOLTV_Perú l La Fiscalía de Tacabamba determinó que ya no formaliza la investigación del delito contra la fe pública por el presunto plagio de la tesis de Pedro Castillo y su esposa Lilia Paredes Navarro. El abogado del presidente de la República agradeció la decisión. https://t.co/ACyFl53Q8b,2022-11-15T01:52:35Z,Twitter Web App,30,12,222145720,soltvcanal,Sol Tv Perú,12859,276,31701,Trujillo - Perú,"Sol Tv es la cadena televisiva más grande del norte del Perú. Estamos presentes en Tumbes, Piura, Chiclayo, Cajamarca, Huaraz, Trujillo,Pacasmayo,Chepén y Virú.",FALSE,,,,,,,,,,,,,,,,,,,,,|,|,|||||||
